	Unnamed: 0_x	person_id	arrest_id_x	charge_degree	offense_category	arrest_date_event	Unnamed: 0_y	arrest_id_y	age_at_arrest	sex	race	arrest_date_univ	y	current_charge_felony	num_fel_arrests_last_year
3733	360	333745	5846255	misdemeanor	property	2017-04-25	522	5846255	21.72054794520548	M	Black	2017-04-25	0	0	0
6165	2526	2392616	5847285	misdemeanor	violent	2017-04-25	299	5804869	25.912328767123288	F	Black	2017-05-05	1	0	0
309	4795	11936	5846392	felony	drug	2017-04-25	20	7158353	60.92602739726028	M	Black	2016-05-05	1	1	2
3620	311	316053	5846290	misdemeanor	property	2017-04-25	353	5560634	41.33698630136986	F	White	2017-07-03	0	0	0
4023	2226	474178	5847053	misdemeanor	other	2017-04-25	213	5597498	28.304109589041097	M	White	2017-06-23	0	0	0
4901	982	1009393	5846496	misdemeanor	violent	2017-04-25	473	5846496	18.09315068493151	M	Black	2017-04-25	0	0	0
6477	5511	3389220	5847328	misdemeanor	other	2017-04-25	638	5847328	33.04383561643836	M	White	2017-04-25	0	0	0
6155	2800	2293944	5843570	misdemeanor	property	2017-04-26	555	5847419	38.96712328767124	M	Other	2017-04-25	0	0	0
4947	5228	1039827	5842383	misdemeanor	property	2017-04-26	361	3839724	22.438356164383563	M	Black	2018-05-01	0	0	0
1782	4027	57732	5844042	felony	violent	2017-04-26	101	5844042	26.22739726027397	M	Black	2017-04-26	0	1	0
5825	1827	1509614	5841409	misdemeanor	property	2017-04-26	424	7369356	52.19178082191781	M	White	2016-03-09	0	0	0
4629	820	932315	5835409	felony	drug	2017-04-27	870	6386392	22.084931506849315	M	Black	2016-11-26	1	1	1
5106	4490	1065449	5834747	felony	other	2017-04-27	635	6236432	32.635616438356166	M	White	2017-01-13	0	1	1
416	214	14780	5834772	misdemeanor	drug	2017-04-27	175	11966928	22.197260273972603	M	White	2016-04-12	0	0	0
1589	462	53858	5835207	misdemeanor	drug	2017-04-27	386	6792133	29.10684931506849	M	mixed	2016-08-01	0	0	0
1590	463	53858	5835205	misdemeanor	drug	2017-04-27	386	6792133	29.10684931506849	M	mixed	2016-08-01	0	0	0
1593	4608	53858	5835206	misdemeanor	other	2017-04-27	386	6792133	29.10684931506849	M	mixed	2016-08-01	0	0	0
673	2588	24916	5836880	misdemeanor	drug	2017-04-27	985	5675336	18.75068493150685	M	Black	2017-06-06	1	0	0
2496	2179	78880	5832719	misdemeanor	drug	2017-04-28	315	6671790	52.02465753424657	M	Black	2016-09-04	0	0	2
983	2587	28614	5832973	misdemeanor	drug	2017-04-28	983	6045036	25.895890410958906	M	Black	2017-03-05	0	0	0
4636	1235	932315	5831414	felony	drug	2017-04-28	870	6386392	22.084931506849315	M	Black	2016-11-26	0	1	2
439	2278	15340	5832779	felony	property	2017-04-28	237	5697246	39.5972602739726	M	White	2017-05-31	1	1	0
3120	6040	98350	5834275	misdemeanor	other	2017-04-28	183	4251991	53.772602739726025	M	Black	2018-03-02	0	0	0
4313	3920	749038	5834411	felony	violent	2017-04-28	724	5834411	18.353424657534248	F	Black	2017-04-28	0	1	0
3619	310	316053	5831077	misdemeanor	violent	2017-04-28	353	5560634	41.33698630136986	F	White	2017-07-03	0	0	0
2820	4951	85446	5831585	misdemeanor	other	2017-04-28	778	6604737	18.117808219178084	M	Black	2016-09-22	1	0	2
2239	1781	72764	5830016	misdemeanor	property	2017-04-29	885	6163577	22.72054794520548	F	Black	2017-02-03	1	0	7
3421	3487	230885	5830453	felony	property	2017-04-29	788	5830453	28.22191780821917	F	mixed	2017-04-29	0	1	0
1574	1234	51883	5828497	misdemeanor	violent	2017-04-30	752	5828497	25.980821917808218	M	mixed	2017-04-30	0	0	0
6327	2797	2934677	5825991	misdemeanor	property	2017-05-01	825	7386847	22.624657534246577	M	White	2016-03-04	0	0	0
1323	2436	46047	5825525	felony	property	2017-05-01	334	7023735	31.136986301369863	M	White	2016-05-23	1	1	2
3262	6039	145687	5827370	misdemeanor	property	2017-05-01	817	6183350	38.347945205479455	M	Asian	2017-01-30	0	0	0
5091	158	1065197	5821772	misdemeanor	property	2017-05-01	190	5821772	18.03835616438356	M	White	2017-05-01	0	0	0
1811	970	58583	5817655	misdemeanor	violent	2017-05-02	266	3982258	27.813698630136987	M	Black	2018-04-07	1	0	0
5638	2676	1308319	5819314	misdemeanor	other	2017-05-02	46	5819314	19.27671232876712	M	Black	2017-05-02	0	0	0
579	5663	21406	5819407	misdemeanor	other	2017-05-02	450	5590253	19.052054794520547	M	White	2017-06-26	1	0	1
6056	2106	1801200	5819528	felony	violent	2017-05-02	999	5728587	54.44109589041096	M	White	2017-05-26	0	1	0
4302	3741	742445	5816465	misdemeanor	property	2017-05-03	568	5816465	57.16164383561644	F	Black	2017-05-03	0	0	0
892	6288	27382	5815814	misdemeanor	other	2017-05-03	75	7381538	26.56438356164384	M	Black	2016-03-07	0	0	1
893	6292	27382	5815813	misdemeanor	other	2017-05-03	75	7381538	26.56438356164384	M	Black	2016-03-07	0	0	1
894	6293	27382	5815815	misdemeanor	other	2017-05-03	75	7381538	26.56438356164384	M	Black	2016-03-07	0	0	1
898	6447	27382	5815812	misdemeanor	other	2017-05-03	75	7381538	26.56438356164384	M	Black	2016-03-07	0	0	1
4241	4067	720250	5815718	misdemeanor	property	2017-05-03	884	5705381	31.14246575342466	M	Black	2017-05-30	0	0	0
4300	3913	741080	5811982	misdemeanor	drug	2017-05-04	645	3802665	65.33972602739726	M	Black	2018-05-08	0	0	0
3002	3617	92636	5812071	misdemeanor	property	2017-05-04	896	5155920	56.05479452054794	M	Black	2017-09-19	0	0	0
969	2581	27924	5811082	misdemeanor	property	2017-05-04	302	6822812	20.48219178082192	M	White	2016-07-21	1	0	1
5817	1647	1499946	5810699	misdemeanor	violent	2017-05-04	653	6322340	25.86849315068493	M	White	2016-12-19	0	0	1
3412	4356	228688	5806242	misdemeanor	property	2017-05-05	780	6486852	22.01095890410959	M	Black	2016-10-29	0	0	0
3441	6130	231083	5806918	misdemeanor	other	2017-05-05	982	5806918	29.01095890410959	M	Black	2017-05-05	0	0	0
6164	1602	2392616	5804869	felony	violent	2017-05-05	299	5804869	25.912328767123288	F	Black	2017-05-05	0	1	0
5724	6237	1414439	5803421	misdemeanor	other	2017-05-06	628	5803421	35.29041095890411	M	White	2017-05-06	0	0	0
1113	4355	33633	5803636	misdemeanor	violent	2017-05-06	169	6995174	18.2986301369863	M	mixed	2016-06-01	0	0	4
3698	655	323098	5801993	misdemeanor	property	2017-05-07	127	5801992	31.42465753424657	M	Black	2017-05-07	0	0	1
3707	4551	323098	5801996	felony	other	2017-05-07	127	5801992	31.42465753424657	M	Black	2017-05-07	0	1	1
4993	2987	1058203	5802923	misdemeanor	drug	2017-05-07	373	7234140	27.33150684931507	M	Black	2016-04-15	0	0	0
3695	351	323098	5801995	misdemeanor	property	2017-05-07	127	5801992	31.42465753424657	M	Black	2017-05-07	0	0	1
3693	349	323098	5801992	misdemeanor	property	2017-05-07	127	5801992	31.42465753424657	M	Black	2017-05-07	0	0	1
3694	350	323098	5801994	misdemeanor	property	2017-05-07	127	5801992	31.42465753424657	M	Black	2017-05-07	0	0	1
6133	5507	2248903	5799158	misdemeanor	other	2017-05-08	913	7276076	33.21095890410959	M	White	2016-04-04	0	0	0
4721	809	961819	5796914	misdemeanor	violent	2017-05-08	849	4667298	38.298630136986304	M	Black	2017-12-10	0	0	0
2450	5538	77608	5793438	misdemeanor	drug	2017-05-09	934	4613060	36.35890410958904	F	White	2017-12-20	0	0	1
272	4972	10071	5792197	misdemeanor	other	2017-05-09	967	5792197	21.95890410958904	M	Black	2017-05-09	0	0	0
1011	2578	29538	5793297	misdemeanor	violent	2017-05-09	756	4502396	35.553424657534244	M	Black	2018-01-16	1	0	0
5634	5506	1307719	5788721	misdemeanor	drug	2017-05-10	911	3086994	22.10136986301369	M	Black	2018-09-03	0	0	0
6055	2103	1801200	5788931	misdemeanor	violent	2017-05-10	999	5728587	54.44109589041096	M	White	2017-05-26	0	0	1
4058	3972	522552	5789022	felony	other	2017-05-10	636	6457126	32.62191780821918	F	White	2016-11-08	0	1	1
1316	2346	46047	5788530	felony	property	2017-05-10	334	7023735	31.136986301369863	M	White	2016-05-23	1	1	2
510	4829	15930	5787609	misdemeanor	drug	2017-05-10	335	4079940	26.504109589041096	M	Black	2018-03-31	0	0	0
2982	3493	92636	5789741	misdemeanor	property	2017-05-10	896	5155920	56.05479452054794	M	Black	2017-09-19	0	0	0
509	4785	15930	5787610	misdemeanor	drug	2017-05-10	335	4079940	26.504109589041096	M	Black	2018-03-31	0	0	0
3811	576	339988	5787038	misdemeanor	property	2017-05-10	139	5998375	56.57534246575342	M		2017-03-17	0	0	1
6052	5264	1800486	5784691	felony	other	2017-05-11	483	5784691	33.04383561643836	M	White	2017-05-11	0	1	0
5550	2675	1295291	5784558	misdemeanor	property	2017-05-11	347	7149171	37.394520547945206	M	White	2016-05-09	0	0	0
2165	497	69593	5778024	felony	violent	2017-05-12	988	6166510	35.4	F	mixed	2017-02-03	1	1	1
2241	1863	72764	5779254	felony	violent	2017-05-12	885	6163577	22.72054794520548	F	Black	2017-02-03	1	1	7
1580	496	53703	5777365	felony	violent	2017-05-12	581	6648850	21.15068493150685	M	Black	2016-09-11	0	1	1
3678	3988	320631	5780391	misdemeanor	property	2017-05-12	996	6305418	31.63013698630137	M	Black	2016-12-23	0	0	1
2220	343	72764	5776412	misdemeanor	property	2017-05-13	885	6163577	22.72054794520548	F	Black	2017-02-03	1	0	8
2871	3909	91481	5776005	misdemeanor	violent	2017-05-14	117	4650173	21.28219178082192	M	Black	2017-12-13	0	0	0
4937	1415	1026471	5775568	felony	drug	2017-05-14	197	5775568	21.797260273972604	M	Black	2017-05-14	0	1	1
1907	6260	63188	5775746	misdemeanor	drug	2017-05-14	990	5775746	18.78904109589041	M	Black	2017-05-14	0	0	0
4062	4164	522552	5775825	misdemeanor	drug	2017-05-14	636	6457126	32.62191780821918	F	White	2016-11-08	0	0	1
1645	2277	56090	5772265	felony	property	2017-05-15	362	6916269	18.29041095890411	M	White	2016-06-25	0	1	3
1047	2084	32255	5773028	misdemeanor	property	2017-05-15	984	5773028	42.42191780821918	F	White	2017-05-15	1	0	0
2712	2102	83127	5773088	felony	drug	2017-05-15	890	6186016	21.172602739726027	M	Black	2017-01-28	1	1	1
5321	1704	1124386	5771902	misdemeanor	drug	2017-05-15	399	6928740	19.56164383561644	M	Black	2016-06-21	1	0	2
95	1820	4741	5771775	misdemeanor	property	2017-05-15	421	4609251	33.49589041095891	M	White	2017-12-21	1	0	0
5180	5923	1072559	5775338	misdemeanor	other	2017-05-15	467	6845142	55.02739726027397	M	White	2016-07-15	0	0	0
1045	2344	31876	5772513	misdemeanor	violent	2017-05-15	289	6073160	54.95068493150685	F	White	2017-02-25	0	0	0
3644	4548	318640	5764522	misdemeanor	other	2017-05-16	158	5764522	25.813698630136987	M	White	2017-05-16	0	0	0
3645	4549	318640	5764523	misdemeanor	other	2017-05-16	158	5764522	25.813698630136987	M	White	2017-05-16	0	0	0
3646	4550	318640	5764524	misdemeanor	other	2017-05-16	158	5764522	25.813698630136987	M	White	2017-05-16	0	0	0
5392	1703	1134813	5766373	felony	violent	2017-05-16	478	5928260	19.339726027397266	M	Black	2017-04-04	1	1	4
6196	3286	2508428	5769400	misdemeanor	drug	2017-05-16	68	5769400	35.37808219178082	M	White	2017-05-16	0	0	0
5393	1703	1134813	5766373	felony	violent	2017-05-16	699	7159070	18.42465753424657	M	Black	2016-05-05	1	1	4
3609	53	309222	5768641	misdemeanor	other	2017-05-16	682	5768641	25.934246575342467	M	Black	2017-05-16	0	0	0
4695	4783	960754	5765645	felony	drug	2017-05-16	862	7408280	23.98630136986301	M	Black	2016-02-27	0	1	0
2102	494	69058	5764715	misdemeanor	violent	2017-05-16	402	7255033	49.24931506849315	F	mixed	2016-04-10	0	0	1
3552	3907	260781	5768372	misdemeanor	other	2017-05-16	589	3059137	19.3972602739726	M	Black	2018-09-07	0	0	0
6289	2429	2844478	5766861	felony	property	2017-05-16	772	5766861	25.0082191780822	M	Black	2017-05-16	0	1	0
1317	2362	46047	5762283	misdemeanor	property	2017-05-17	334	7023735	31.136986301369863	M	White	2016-05-23	1	0	3
1050	2431	32255	5762230	felony	property	2017-05-17	984	5773028	42.42191780821918	F	White	2017-05-15	1	1	0
3268	6022	146410	5763206	misdemeanor	other	2017-05-17	518	5763206	53.31506849315068	M	Black	2017-05-17	1	0	0
3128	6126	98350	5759973	misdemeanor	other	2017-05-18	183	4251991	53.772602739726025	M	Black	2018-03-02	0	0	0
1361	574	47004	5757564	misdemeanor	violent	2017-05-18	418	5757564	55.87123287671233	M	Black	2017-05-18	0	0	0
3810	573	339988	5751489	misdemeanor	property	2017-05-19	139	5998375	56.57534246575342	M		2017-03-17	0	0	0
670	2469	24916	5754270	misdemeanor	drug	2017-05-19	985	5675336	18.75068493150685	M	Black	2017-06-06	1	0	0
6049	5277	1799436	5754726	felony	drug	2017-05-19	336	5754726	21.36712328767124	M	White	2017-05-19	0	1	0
290	5041	10237	5752355	felony	drug	2017-05-19	516	3013712	26.4986301369863	M	Black	2018-09-16	1	1	0
1358	4638	46960	5751467	misdemeanor	property	2017-05-19	99	5915304	24.994520547945207	F	White	2017-04-07	0	0	0
2228	1644	72764	5752989	felony	property	2017-05-19	885	6163577	22.72054794520548	F	Black	2017-02-03	1	1	8
192	1908	8778	5749970	misdemeanor	violent	2017-05-20	827	7307141	34.32876712328767	M	Black	2016-03-26	1	0	2
2242	1907	72764	5749964	misdemeanor	property	2017-05-20	885	6163577	22.72054794520548	F	Black	2017-02-03	1	0	9
3736	5691	334186	5749590	misdemeanor	other	2017-05-21	591	5749590	35.76712328767123	M		2017-05-21	0	0	0
3737	5692	334186	5749591	misdemeanor	other	2017-05-21	591	5749590	35.76712328767123	M		2017-05-21	0	0	0
531	5040	17881	5748594	misdemeanor	other	2017-05-21	753	4771776	31.526027397260275	M	Black	2017-11-21	1	0	0
289	5039	10237	5744195	felony	drug	2017-05-22	516	3013712	26.4986301369863	M	Black	2018-09-16	1	1	1
5624	5505	1307676	5745962	misdemeanor	other	2017-05-22	383	6704112	35.09315068493151	M	White	2016-08-26	0	0	2
2432	2740	77276	5740830	felony	property	2017-05-23	94	6096501	42.9041095890411	M	Black	2017-02-19	0	1	1
6376	4065	3102375	5741406	misdemeanor	property	2017-05-23	812	5741406	55.772602739726025	M	mixed	2017-05-23	0	0	0
3126	6089	98350	5742205	misdemeanor	other	2017-05-23	183	4251991	53.772602739726025	M	Black	2018-03-02	0	0	0
1312	1229	45613	8149566	felony	violent	2017-05-23	692	3245978	36.17808219178082	F	Black	2018-07-31	0	1	0
5246	5817	1111687	5742697	misdemeanor	other	2017-05-23	950	5936371	33.51780821917808	M	White	2017-04-03	0	0	0
2243	1910	72764	5740015	misdemeanor	property	2017-05-23	885	6163577	22.72054794520548	F	Black	2017-02-03	1	0	9
888	4354	27382	5741504	misdemeanor	violent	2017-05-23	75	7381538	26.56438356164384	M	Black	2016-03-07	0	0	1
5816	1774	1499779	5739857	misdemeanor	other	2017-05-23	882	5739857	58.48219178082192	F	Black	2017-05-23	0	0	0
633	2343	23784	5736320	misdemeanor	other	2017-05-24	50	4559816	26.156164383561645	F	White	2018-01-03	1	0	0
1285	4790	44351	5735348	misdemeanor	other	2017-05-24	262	4130120	27.8054794520548	F	Black	2018-03-24	0	0	0
2814	1220	85446	5735367	misdemeanor	other	2017-05-24	778	6604737	18.117808219178084	M	Black	2016-09-22	1	0	2
4068	2282	531993	5736225	misdemeanor	property	2017-05-24	802	5598101	52.59178082191781	M	White	2017-06-23	0	0	0
3291	5516	173830	5732442	misdemeanor	other	2017-05-25	900	5732443	28.616438356164384	M	White	2017-05-25	0	0	0
3290	5515	173830	5732441	misdemeanor	other	2017-05-25	900	5732443	28.616438356164384	M	White	2017-05-25	0	0	0
3293	5518	173830	5732444	misdemeanor	other	2017-05-25	900	5732443	28.616438356164384	M	White	2017-05-25	0	0	0
3292	5517	173830	5732443	misdemeanor	other	2017-05-25	900	5732443	28.616438356164384	M	White	2017-05-25	0	0	0
3117	3904	98350	5733959	misdemeanor	drug	2017-05-25	183	4251991	53.772602739726025	M	Black	2018-03-02	0	0	0
5809	1829	1499514	5731261	misdemeanor	violent	2017-05-25	758	3892526	37.345205479452055	F	Asian	2018-04-21	0	0	0
6479	5514	3389220	5732410	misdemeanor	other	2017-05-25	638	5847328	33.04383561643836	M	White	2017-04-25	0	0	0
4402	3301	860034	5734456	felony	violent	2017-05-25	530	4689683	41.83287671232877	M	Black	2017-12-06	0	1	0
3666	315	320631	5727015	misdemeanor	property	2017-05-26	996	6305418	31.63013698630137	M	Black	2016-12-23	0	0	1
275	825	10237	5727725	misdemeanor	violent	2017-05-26	516	3013712	26.4986301369863	M	Black	2018-09-16	1	0	2
6054	2088	1801200	5728587	misdemeanor	violent	2017-05-26	999	5728587	54.44109589041096	M	White	2017-05-26	0	0	1
2709	1717	83127	5727982	misdemeanor	property	2017-05-26	890	6186016	21.172602739726027	M	Black	2017-01-28	1	0	2
6422	2527	3216126	5728325	misdemeanor	violent	2017-05-26	71	5728325	46.04109589041096	M	White	2017-05-26	0	0	0
49	2013	2743	5728038	misdemeanor	property	2017-05-26	170	5728038	19.27123287671233	M	Black	2017-05-26	1	0	0
3618	306	316053	5727106	misdemeanor	drug	2017-05-26	353	5560634	41.33698630136986	F	White	2017-07-03	0	0	0
3446	3753	235227	5726487	misdemeanor	property	2017-05-27	317	5726487	39.8986301369863	F	Black	2017-05-27	0	0	0
3821	665	339988	5709116	misdemeanor	other	2017-05-28	139	5998375	56.57534246575342	M		2017-03-17	0	0	0
5185	5933	1072559	5710335	misdemeanor	other	2017-05-28	467	6845142	55.02739726027397	M	White	2016-07-15	0	0	0
6400	4363	3185585	5709583	misdemeanor	other	2017-05-28	579	6326198	50.45205479452055	M	Black	2016-12-17	0	0	0
2851	3126	87608	5710263	misdemeanor	violent	2017-05-28	87	5710263	45.41643835616439	M	Black	2017-05-28	0	0	0
1135	6450	34814	5708219	misdemeanor	other	2017-05-29	663	4664272	19.378082191780823	M		2017-12-11	1	0	0
3451	6026	235947	5708597	misdemeanor	property	2017-05-29	166	5708597	24.61917808219178	M		2017-05-29	0	0	0
4267	6301	720250	5705380	misdemeanor	other	2017-05-30	884	5705381	31.14246575342466	M	Black	2017-05-30	0	0	0
6453	3381	3354887	5707539	misdemeanor	other	2017-05-30	712	5707539	19.42465753424657	F	White	2017-05-30	0	0	0
2904	4079	91718	5705461	misdemeanor	property	2017-05-30	25	6028961	29.572602739726022	M	Black	2017-03-09	0	0	0
1531	4983	51435	5701209	misdemeanor	property	2017-05-30	726	4761709	33.465753424657535	M	Black	2017-11-24	0	0	0
2909	6287	91718	5705460	misdemeanor	other	2017-05-30	25	6028961	29.572602739726022	M	Black	2017-03-09	0	0	0
5202	5961	1072559	5707680	misdemeanor	other	2017-05-30	467	6845142	55.02739726027397	M	White	2016-07-15	0	0	0
4242	4078	720250	5705381	misdemeanor	property	2017-05-30	884	5705381	31.14246575342466	M	Black	2017-05-30	0	0	0
1521	5429	51323	5697480	misdemeanor	other	2017-05-31	811	4837325	32.26027397260274	M	White	2017-11-13	1	0	0
1134	6449	34814	5697862	misdemeanor	other	2017-05-31	663	4664272	19.378082191780823	M		2017-12-11	1	0	0
440	2279	15340	5697246	misdemeanor	property	2017-05-31	237	5697246	39.5972602739726	M	White	2017-05-31	1	0	1
3419	3486	230874	5698616	misdemeanor	violent	2017-05-31	172	5698616	39.18630136986302	M	mixed	2017-05-31	0	0	0
4934	1329	1026471	5693666	misdemeanor	drug	2017-06-01	197	5775568	21.797260273972604	M	Black	2017-05-14	0	0	2
3937	580	358578	5692690	misdemeanor	drug	2017-06-01	423	2511968	38.64109589041096	M		2018-12-19	1	0	0
6508	4362	3587427	5694673	misdemeanor	violent	2017-06-01	104	5694673	35.38904109589041	M	mixed	2017-06-01	0	0	0
3813	581	339988	5692673	misdemeanor	property	2017-06-01	139	5998375	56.57534246575342	M		2017-03-17	0	0	0
3782	4557	337852	5692653	misdemeanor	other	2017-06-01	844	5692653	30.252054794520543	M	Asian	2017-06-01	0	0	0
2080	3752	67939	5695293	misdemeanor	property	2017-06-01	707	5475688	60.42191780821918	M	Black	2017-07-21	0	0	1
4141	3931	540780	5695116	misdemeanor	violent	2017-06-01	684	6455123	32.47671232876712	F	Black	2016-11-09	0	0	0
4827	1249	1000104	5687554	misdemeanor	property	2017-06-02	701	5327849	24.931506849315067	M	Black	2017-08-20	0	0	0
409	120	14780	11976338	misdemeanor	drug	2017-06-02	175	11966928	22.197260273972603	M	White	2016-04-12	0	0	0
404	88	14780	5686387	misdemeanor	drug	2017-06-02	175	11966928	22.197260273972603	M	White	2016-04-12	0	0	0
1264	3350	43838	5692483	misdemeanor	violent	2017-06-02	34	4301105	25.852054794520548	M	Black	2018-02-21	0	0	0
6428	2592	3218878	5689836	felony	property	2017-06-02	269	5689836	33.95616438356164	F	White	2017-06-02	1	1	0
3320	3751	196266	5686023	misdemeanor	property	2017-06-03	440	5370074	29.63013698630137	M	Black	2017-08-11	0	0	0
3319	3626	196266	5686022	misdemeanor	violent	2017-06-03	440	5370074	29.63013698630137	M	Black	2017-08-11	0	0	0
6507	6448	3587248	5684213	misdemeanor	other	2017-06-04	251	5684213	34.178082191780824	M		2017-06-04	0	0	0
2127	4556	69058	5683560	misdemeanor	other	2017-06-04	402	7255033	49.24931506849315	F	mixed	2016-04-10	0	0	1
685	6044	25060	5682065	misdemeanor	property	2017-06-05	718	4796664	25.947945205479453	F	Black	2017-11-19	0	0	0
2178	1784	69777	5674527	misdemeanor	violent	2017-06-06	868	5594049	27.216438356164385	M	Other	2017-06-24	0	0	2
2398	2805	76733	5675512	misdemeanor	property	2017-06-06	48	4573842	27.47945205479452	F	White	2017-12-30	1	0	0
3812	579	339988	5673854	misdemeanor	property	2017-06-06	139	5998375	56.57534246575342	M		2017-03-17	0	0	0
6050	5295	1799436	5675576	misdemeanor	drug	2017-06-06	336	5754726	21.36712328767124	M	White	2017-05-19	0	0	1
4609	1426	923399	5674108	misdemeanor	violent	2017-06-06	584	5674108	28.167123287671235	F	Black	2017-06-06	0	0	0
675	5454	24916	5675336	misdemeanor	drug	2017-06-06	985	5675336	18.75068493150685	M	Black	2017-06-06	1	0	0
6355	4077	3071637	5672065	misdemeanor	property	2017-06-07	687	5672065	42.41917808219178	F	mixed	2017-06-07	0	0	0
5438	1655	1162141	5670929	misdemeanor	other	2017-06-07	208	6068520	24.991780821917807	M	Black	2017-02-27	0	0	0
5432	2012	1137620	5670762	misdemeanor	property	2017-06-07	845	3130830	33.10958904109589	M	Black	2018-08-24	0	0	0
2054	1751	67140	5670555	misdemeanor	violent	2017-06-07	204	5670555	29.33150684931507	M	Black	2017-06-07	1	0	0
5525	1654	1284992	5670687	misdemeanor	violent	2017-06-07	277	5866672	38.0958904109589	M	White	2017-04-20	0	0	0
1486	1613	50827	5665899	felony	drug	2017-06-08	716	5665899	21.778082191780825	M	Black	2017-06-08	1	1	0
1356	4610	46960	5665409	misdemeanor	property	2017-06-08	99	5915304	24.994520547945207	F	White	2017-04-07	0	0	0
1180	2110	38535	5666738	misdemeanor	drug	2017-06-08	194	5666738	19.22739726027397	M	White	2017-06-08	1	0	0
5701	3380	1348192	5668710	misdemeanor	other	2017-06-08	966	5474682	19.54520547945205	M	Black	2017-07-21	0	0	0
724	5428	25523	5666449	misdemeanor	other	2017-06-08	314	5666449	29.742465753424657	M	Black	2017-06-08	0	0	0
3834	4651	339988	5665413	misdemeanor	other	2017-06-08	139	5998375	56.57534246575342	M		2017-03-17	0	0	0
3833	4650	339988	5661194	misdemeanor	other	2017-06-09	139	5998375	56.57534246575342	M		2017-03-17	0	0	0
6330	2804	2952316	5662902	misdemeanor	violent	2017-06-09	805	5662902	61.33698630136986	M	White	2017-06-09	0	0	0
4320	3749	755398	5664009	misdemeanor	violent	2017-06-09	433	5664009	27.405479452054795	M	Black	2017-06-09	0	0	0
3345	3750	207810	5664215	misdemeanor	violent	2017-06-09	511	3739546	27.51780821917808	M	Black	2018-05-20	0	0	0
522	1425	17881	5659667	felony	violent	2017-06-10	753	4771776	31.526027397260275	M	Black	2017-11-21	1	1	0
1988	5932	65834	5660831	misdemeanor	other	2017-06-10	485	5660831	20.065753424657533	M	Black	2017-06-10	0	0	0
1758	4982	57265	5653894	misdemeanor	other	2017-06-12	116	5435848	31.40821917808219	M	Black	2017-07-29	1	0	0
1987	3349	65834	5658290	misdemeanor	other	2017-06-12	485	5660831	20.065753424657533	M	Black	2017-06-10	0	0	0
149	2295	6614	5647828	misdemeanor	property	2017-06-13	107	5913001	25.3972602739726	M	White	2017-04-09	0	0	1
1871	5673	60742	5649262	misdemeanor	property	2017-06-13	737	6015800	28.254794520547943	M	Black	2017-03-13	0	0	0
4319	6143	754401	5643084	misdemeanor	drug	2017-06-14	367	2698916	23.10958904109589	M	Black	2018-11-14	0	0	0
4264	4360	720250	5637560	misdemeanor	property	2017-06-15	884	5705381	31.14246575342466	M	Black	2017-05-30	0	0	0
4316	6142	750540	5637824	misdemeanor	drug	2017-06-15	750	5637824	23.654794520547945	M	Black	2017-06-15	0	0	0
3820	661	339988	5635049	misdemeanor	other	2017-06-15	139	5998375	56.57534246575342	M		2017-03-17	0	0	0
4994	2993	1058203	5638700	misdemeanor	drug	2017-06-15	373	7234140	27.33150684931507	M	Black	2016-04-15	0	0	0
5184	5931	1072559	5639420	misdemeanor	other	2017-06-15	467	6845142	55.02739726027397	M	White	2016-07-15	0	0	0
1899	5684	63048	5638541	misdemeanor	other	2017-06-15	631	6194431	26.27671232876712	F	White	2017-01-26	0	0	0
5183	5930	1072559	5634714	misdemeanor	other	2017-06-16	467	6845142	55.02739726027397	M	White	2016-07-15	0	0	0
4317	3748	754085	5633837	felony	property	2017-06-16	673	5633837	66.23835616438356	M	mixed	2017-06-16	0	1	0
2042	1327	66936	5628702	misdemeanor	violent	2017-06-17	926	4531245	46.2958904109589	M	Black	2018-01-10	1	0	0
5201	5960	1072559	5629753	misdemeanor	other	2017-06-17	467	6845142	55.02739726027397	M	White	2016-07-15	0	0	0
431	215	14836	5627332	misdemeanor	violent	2017-06-18	773	5627332	26.013698630136982	M	White	2017-06-18	0	0	0
5016	3019	1059734	5628372	misdemeanor	violent	2017-06-18	308	6984750	27.78904109589041	F	Black	2016-06-04	0	0	1
5200	5959	1072559	5628439	misdemeanor	other	2017-06-18	467	6845142	55.02739726027397	M	White	2016-07-15	0	0	0
4637	4835	932315	5615132	misdemeanor	drug	2017-06-19	870	6386392	22.084931506849315	M	Black	2016-11-26	0	0	3
2176	465	69777	5613431	misdemeanor	violent	2017-06-19	868	5594049	27.216438356164385	M	Other	2017-06-24	0	0	2
3253	2952	145687	5626817	misdemeanor	property	2017-06-19	817	6183350	38.347945205479455	M	Asian	2017-01-30	0	0	0
5992	5343	1675740	5617021	misdemeanor	other	2017-06-19	609	6147642	34.961643835616435	M	White	2017-02-07	0	0	0
6506	4256	3585475	5625542	misdemeanor	violent	2017-06-19	405	5625542	24.156164383561645	F	Black	2017-06-19	0	0	0
6132	2709	2248903	5610687	misdemeanor	property	2017-06-20	913	7276076	33.21095890410959	M	White	2016-04-04	0	0	0
6131	2708	2248903	5610688	misdemeanor	other	2017-06-20	913	7276076	33.21095890410959	M	White	2016-04-04	0	0	0
5517	3178	1273296	5612796	misdemeanor	property	2017-06-20	666	6762675	28.167123287671235	F	White	2016-08-10	0	0	0
1579	464	53703	5608628	misdemeanor	violent	2017-06-20	581	6648850	21.15068493150685	M	Black	2016-09-11	0	0	2
